标题,日期,链接,内容,来源
山西旅游不踩坑!10大必打卡景点预约全攻略+住宿美食红黑榜!看完省下50%预算,2025-10,https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS8Yb2aZgmg8Wob8k0tRQlRrMFPaYgvCOWVqXa8Fplpd9kBmGY1mpcdJKOIihYxXQRZQLSc6D9_1TBe9cQva8nM34UyyaMPPFkFycYxKoiBrscLWTTR1jL1Mp-oJxgA1wgZom5Pnbaa_R4Js9akiDqzX6k8E3mN6igSTJicF9MPOWXxHMRPZbJpezWzxUJNiF4Y_ABQ2zuf00iVhpX1sRsYpOJBjQH7pCxQ..&type=2&query=%E5%B1%B1%E8%A5%BF%E6%99%AF%E5%8C%BA 10%E6%9C%88&token=D11BC0632EAAA1C1B0B6F2CEC3DDF4E8B0541E9A69037C27,"带身份证雁门关90元4-10月8:00-17:3011-3月8:30-17:00GZH“雁门关景区官微”无需提前预约“天下九塞,雁门居首”实名制购票,...",微信公众号
渐次回落!山西重点景区10月7日游客近14万,2025-10-07,https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS8Yb2aZgmg8Wob8k0tRQlRrMFPaYgvCOWVqXa8Fplpd9-GjcjlFb2q7HzBqi1zqAzAtYN1EIUCudLnPGVXGlQH1hJwUlN-Zf32wHZ1FdrP9NDUFhJpoVaE1V5lus46pxSMl5UsSqeYCCSPYDRIGIMUbxS70hhQ1L_iotct5IT4U5aGgV6qppPK5jKKvncuPHGh3xn72PzsMaFi7_T0mYGqDRtmyIGw2VAg..&type=2&query=%E5%B1%B1%E8%A5%BF%E6%99%AF%E5%8C%BA 10%E6%9C%88&token=D11BC0632EAAA1C1B0B6F2CEC3DDF4E8B0541E9A69037C27,"旅游接待情况10月7日,根据山西移动公司旅游大数据平台数据显示,截至14:00时,全省重点监测的59个景区,景区及周边由移动公...",微信公众号
2025年10-11月山西旅游线路合集.,2025-10-01,https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS8Yb2aZgmg8Wob8k0tRQlRrMFPaYgvCOWVqXa8Fplpd9qz6RFX7I67dMX-e9vmWySw4A6vHNO_VhDEpqI3-TLGd0h-bxaju606GiqPO8SmNi5KCU0hO3h1Od29_9-jz0b3gzwj1-xWysGkAKVPox77i4VySvUTN9HivMO00t7BFHRQc8JE6dUP7Qfd1Vs1uWBOUfBoIRBe5X-fMGRmL1O9YYJSSFPgfogQ..&type=2&query=%E5%B1%B1%E8%A5%BF%E6%99%AF%E5%8C%BA 10%E6%9C%88&token=D11BC0632EAAA1C1B0B6F2CEC3DDF4E8B0541E9A69037C27,万年冰川#云丘山冰洞群4劲爆山西10月【劲爆山西】广东自组|真纯玩|0购物体验一晚平遥古城内客栈+体验一晚云丘山景区酒店#住进...,微信公众号
"10月13日,平遥县举行大型现场招聘会!地点公布!快来找工作!",2025-10,https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS8Yb2aZgmg8WH2MHXHPBS73MFPaYgvCOWVqXa8Fplpd97Zi5qhEmZfm_6rwyImD_tv3jB4eOMgzr0cKmKPU5EagKL5rI8SExBWdH07ixc22imN6OI05m7lHtxpCrb3u8XVKvGBzLHAQfV2HKJFebPWpHskdHVl0i2SnxU-cBbei-W2MwAMRY-ys7uQJPTfG0_o5KEMqdvNXMq1jOYvK-LudFH6In5Ei3zg..&type=2&query=%E5%B9%B3%E9%81%A5%E5%8F%A4%E5%9F%8E 10%E6%9C%88&token=D11BDB4C2EAAA1C1B0B6F2CEC3DDF4E8B0541E9A69037C2E,(平遥招聘网)活动时间2023年10月13日(星期五) 9:00—12:00地点平遥县零工市场部分招聘企业部分招聘岗位现场优质企业提供岗...,微信公众号
平遥古城高级中学补习班举行10月份质检表彰会,2025-10,https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS8Yb2aZgmg8WH2MHXHPBS73MFPaYgvCOWVqXa8Fplpd9nPwfsdh9-rK64nOvUMDPJxpnCsqxSnMYjPHK1Xd-BZ8f2cOs5rABUyQ1nuUdTultsYi7HyClowD4l_GpnGDI3aUHBvO7tpl1CBklW6i8kaIcU5FN171Sqfk2ZShdKieErSgY9DpioHW8iuW1SsTnxQG8uz86rKmn_EUC3clfsjKq3X8EKMKOIA..&type=2&query=%E5%B9%B3%E9%81%A5%E5%8F%A4%E5%9F%8E 10%E6%9C%88&token=D11BDB4C2EAAA1C1B0B6F2CEC3DDF4E8B0541E9A69037C2E,"10月27日,平遥古城高级中学补习班10月份质检表彰活动在课间操时间举行,对各班班级前五名、文科年级前五名、理科年级前十名...",微信公众号
十一黄金周「世界遗产平遥古城」10月5号寻根问祖大槐树 | 王家大院2日,2025-10-05,https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS8Yb2aZgmg8WH2MHXHPBS73MFPaYgvCOWVqXa8Fplpd9DPlye-FHVb_ZmT-KlnLT8lPlsbQT1E8h9AKzmxSUxOE9YQF-R0cDvmgwCFAjcmqyqvNm5HIbgmeQp3ryuhM4SIzPwf-hK8AjchgR43YZY02i-4v5dHLKFQCneSypz6UebZnH7T91dB2xb02TV8wUFqqM2aNIjsGM-lHWpv8N89RFkDr8IT4KYw..&type=2&query=%E5%B9%B3%E9%81%A5%E5%8F%A4%E5%9F%8E 10%E6%9C%88&token=D11BDB4C2EAAA1C1B0B6F2CEC3DDF4E8B0541E9A69037C2E,出行时间2019年10月5日--10月6日(2日)出行线路商洛--大槐树--王家大院--平遥古城--商洛行程安排D1商洛--大槐树--王家大院  晚住...,微信公众号
"10月3号,平遥古城接待游客11.6万人次",2025-10-03,https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS8Yb2aZgmg8WH2MHXHPBS73MFPaYgvCOWVqXa8Fplpd9ahHkAYi4pyss6tKEaWK9KAfFYp0d9wBTQRNMc5hr6h1Urbfcjr6by8n-8UafBaqPx3JJMyH37QGvxmI_OaB-TQRfTEJYvEsY-ZeR2HPizQZwDTvSlMx9LHjxcXvv3AR2r7uwPnTkl4RC5E3v8FNnQZrvMXpyUAhEPwKeN_0nHqV6VKrzu_4XKA..&type=2&query=%E5%B9%B3%E9%81%A5%E5%8F%A4%E5%9F%8E 10%E6%9C%88&token=D11BDB4C2EAAA1C1B0B6F2CEC3DDF4E8B0541E9A69037C2E,"据县旅游部门统计,10月3号,平遥古城共接待游客11.6万人次.  黄金周第三天,记者在南大街、古城墙等各旅游景点看到,到处游人...",微信公众号
"【国庆3日·山西经典】10月2-4日,大同-云冈石窟-北岳恒山-悬空寺-平遥古城-乔家大院",2025-10-04,https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS8Yb2aZgmg8WH2MHXHPBS73MFPaYgvCOWVqXa8Fplpd9tg-TMwqlGRnI2SGH9GP4nc-tuMMaZIsaE9zlkK7_pH1-9Mnh0o4no7RCL3DL9PrRK877oFyzNOVbbwx3yTU4UR44jOLSuXK3_rDhNBA0IQcyOclRAdmZb7_Aa7BSD_cy7HvdkViuP35CHV87IOCi7IjqPc3ZZJLoD5zvZdV2NqfyPfCoem7FzA..&type=2&query=%E5%B9%B3%E9%81%A5%E5%8F%A4%E5%9F%8E 10%E6%9C%88&token=D11BDB4C2EAAA1C1B0B6F2CEC3DDF4E8B0541E9A69037C2E,"D3|10月4日|平遥古城-乔家大院-北京07:00|起床吃早饭,08:00|集合前往前往【乔家大院】,尽情的去感受历史的洗礼吧!乔家大院的...",微信公众号
10月1/5日【平遥古城1日游 90元】保存最为完好的四大古城之一,2025-10,https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS8Yb2aZgmg8WH2MHXHPBS73MFPaYgvCOWVqXa8Fplpd9t6H7jUySfU7WBDKwUaa_MCnVcDm_6sbHjhj9URMZZDEesT6pB2BndzqcXVopG1vDxmYxhovYoI7Ho3lXT8RF_UrG-6_5uPBl5ZBeYbspJNKUV-933KW7A5BrnU1U09gpPOF9u4Yswtl9zRTREwXDzbjxVmvmUgnWZxd-tctAz3sNGbbB75bUeA..&type=2&query=%E5%B9%B3%E9%81%A5%E5%8F%A4%E5%9F%8E 10%E6%9C%88&token=D11BDB4C2EAAA1C1B0B6F2CEC3DDF4E8B0541E9A69037C2E,世界遗产平遥古城视频取自网络 侵删世界文化遗产、国家5A景区... 2025年10月01日第07期:2025年10月05日2活动费用1请输入标题...,微信公众号
"平遥古城夜未央,金秋十月正相宜!",2025-10,https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS8Yb2aZgmg8WH2MHXHPBS73MFPaYgvCOWVqXa8Fplpd9lgRTHF1d0DbzLfnWb4Ao5Sfg2jLEZZa3UBAu801BfeUv83mioLNP-l1mOqXybLa5xvwkWLR_QqKJOjKnB2gNODg6Jsgybq6SP_vVxHDkjtKczEw7enVv-ibez6guoAguHYUdVf8P0YxWb6F4eC1IWF99E-z2ob3b7N8xjxD3RiSfxjh3za6jWA..&type=2&query=%E5%B9%B3%E9%81%A5%E5%8F%A4%E5%9F%8E 10%E6%9C%88&token=D11BDB4C2EAAA1C1B0B6F2CEC3DDF4E8B0541E9A69037C2E,"当夜幕降临,平遥古城便点亮了它的灵魂.我从南门踏入,青石板路在红灯笼的映照下泛着暖光,茶馆里飘出晋剧小调,镖局门前仿佛...",微信公众号
【晋陕行】10月11日平遥古城波浪谷 雨叉谷 壶口瀑布 五台山 悬空寺 大同 8天7晚小车团,2025-10,https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS8Yb2aZgmg8WH2MHXHPBS73MFPaYgvCOWVqXa8Fplpd9ACdhD247Lu-R5fIe03KyHe1eTrmLds8NKbBte7fNVoYYt68j30p9ZLUJVRMflyHn-jLVKWTzv6hc5whMHJHJHAEIl6ZXsbiya3y46YbqySgh5RKjX4OoPSr9CXT1B_4ld3njC884xFobqme0iA43pDKdubpxRyJMhNAqEPr3pmASYTqT4eyLmA..&type=2&query=%E5%B9%B3%E9%81%A5%E5%8F%A4%E5%9F%8E 10%E6%9C%88&token=D11BDB4C2EAAA1C1B0B6F2CEC3DDF4E8B0541E9A69037C2E,18905736876【活动地点】山西/陕西【活动时间】10月11日-18日... 壶口—王家大院—平遥古城D6:平遥—五台山             ...,微信公众号
"10月3号发团,平遥古城+乔家大院+晋祠二日游",2025-10-03,https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS8Yb2aZgmg8WH2MHXHPBS73MFPaYgvCOWVqXa8Fplpd90h0pWLRfzzzFz_GLpU7MjYQLb4mDQd25lyJCmg9H2f26RTOcqwNEF5Gzb-y7TdRviFlLbhTI0YMLGSZQjbcau1IpswwqszpCWd7e3ZzCITJxn1L-pJ2iN8nqJ_ZB19Pw8cNQvikUIMAJopI526YsZkehuG0H_l2LO1v6OeKn9ISfxjh3za6jWA..&type=2&query=%E5%B9%B3%E9%81%A5%E5%8F%A4%E5%9F%8E 10%E6%9C%88&token=D11BDB4C2EAAA1C1B0B6F2CEC3DDF4E8B0541E9A69037C2E,"平遥古城夜景也是非常不错的看点.第一天:            餐:无             ... 榭等各式建筑100多座,宋元以来雕塑100多尊,铸造艺术品30多...",微信公众号
10月2-5日▎晋北秋色 :平遥古城-芦芽山-万年冰洞-悬空栈道-悬空村-忻州古城,2025-10-03,https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS8Yb2aZgmg8WH2MHXHPBS73MFPaYgvCOWVqXa8Fplpd9BM1MjvHFBUN6UrT3zFVJs8rXnrTDVv4ZfIfI1gDHTofkWXHWk5A1Dq5GQlJ0VT2FhIhHgmwgJvggDi3yFuQ84Myt9R5JOuy8V6eoB7ufCQx36SHtslcxd83qcGjzpbodvm2y7pj6aJwr55P7y5C8lfwGSmwoZ4iJxhfrI9xXi_U5eBgmN3LoYQ..&type=2&query=%E5%B9%B3%E9%81%A5%E5%8F%A4%E5%9F%8E 10%E6%9C%88&token=D11BDB4C2EAAA1C1B0B6F2CEC3DDF4E8B0541E9A69037C2E,"10月3日. 平遥—芦芽山    住宿:芦芽山.早餐后从平遥古城出发,中午之前到达芦芽山东寨镇,午饭之后前往芦芽山景区(马伦草原—...",微信公众号
"祈福五台山10月18号发团,祈福武当山享福寿康宁️10月20号八月二十九发!",2025-10,https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS8Yb2aZgmg8WDk9yCbn4oqPMFPaYgvCOWVqXa8Fplpd9pO7P6YbMFXRX6IHBF3647Vi1h5B9OH0R9Wb7DGntkhFhtMcxo0ZothfptB1P3kq_Kk8yn4Ifs3pPId5vL9m8HtajfAm4PDX1LIHcG67-lIXTDgXzxwkekYT-ZfIRgCV_MFmiYcgazq-amT4FUxNUodQH4Y249ez-jJhh8ZDfIpEHpHkoPMgL3A..&type=2&query=%E4%BA%94%E5%8F%B0%E5%B1%B1 10%E6%9C%88&token=D11BFD8E2EAAA1C1B0B6F2CEC3DDF4E8B0541E9A69037C36,"祈福五台山10月18号发团15人精品小包团成人:898元/人儿童:598元/人这儿是文殊菩萨道场,承载千年愿力.在殊像寺、大文殊寺点...",微信公众号
五台山风景名胜区10月24日天气预报,2025-10,https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS8Yb2aZgmg8WDk9yCbn4oqPMFPaYgvCOWVqXa8Fplpd9RaDmXY_5hHlObGPMsz-QWCIvw3ZBe9AN_MQwzTxGMxIBqjgDFN9KSpZ6Wy10MijnpmUFLgmM43BFguHTaCYcr0fgAOkvTQVrHjalSo3ntJLaC_mY1b9FC9BDUNNwK1T-nCL3QiZeHH-fL0xflCec_mj_IYPQgtVqKc13jQvd-75hWLv6O878UA..&type=2&query=%E4%BA%94%E5%8F%B0%E5%B1%B1 10%E6%9C%88&token=D11BFD8E2EAAA1C1B0B6F2CEC3DDF4E8B0541E9A69037C36,"10.24据专业气象平台消息五台山10月24日为阴天夜间有小雨气温4℃~8℃西南风2~3级日出时间为6:44  本周五台山有冷空气活动,带...",微信公众号
五台山风景名胜区10月19日天气预报,2025-10,https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS8Yb2aZgmg8WDk9yCbn4oqPMFPaYgvCOWVqXa8Fplpd9RaDmXY_5hHlObGPMsz-QWCIvw3ZBe9AN_MQwzTxGMxIBqjgDFN9KSi9bTrDo3Sp4IvL8OHsNqCIswWPQcHYNdUfXrr2RYKsIgHoEU0yztnTrZk_02fuZtCbZ1YzGAFRMkOF5MNHFsG60DBzopQAx49nIa7mFMxQkjrmjuXVX2V72CsG6-xMgzQ..&type=2&query=%E4%BA%94%E5%8F%B0%E5%B1%B1 10%E6%9C%88&token=D11BFD8E2EAAA1C1B0B6F2CEC3DDF4E8B0541E9A69037C36,10.19据专业气象平台消息五台山10月19日有雨夹雪气温-5℃~5℃偏西风2~3级日出时间为6:39  本周五台山部分时段有降水、大风天气...,微信公众号
"国庆假期五台山丨10月2-5号,山西五台山朝圣之旅,休闲拜佛、徒步朝台可选(增加72公里顺朝)",2025-10,https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS8Yb2aZgmg8WDk9yCbn4oqPMFPaYgvCOWVqXa8Fplpd9OcvEnwF2_Ln1u2Kz1RyLuQn74DBX99GWPTnLZbd4ZiGWlXooSWCvATfBkoLyq9hK2Au-9bZldoLomUhh_57ytI2RDyNqoU35IRV1Y2dkX0Phf8n3mjMkX78hAjLE9C8OxM7LUFOHy4izE861OclHLZb8cB-TaelbKOo_k0WOTipAe0f8bRARvQ..&type=2&query=%E4%BA%94%E5%8F%B0%E5%B1%B1 10%E6%9C%88&token=D11BFD8E2EAAA1C1B0B6F2CEC3DDF4E8B0541E9A69037C36,"四、四天时间游玩五台山,静下心来漫游五台山.【活动时间】:10月2-5号【路线要求】分为ABC三组.A组两天逆朝徒步五台,大约...",微信公众号
五台山景区从10月9日11时30分全面实施封闭管理的公告,2025-10-09,https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS8Yb2aZgmg8WDk9yCbn4oqPMFPaYgvCOWVqXa8Fplpd9XEauMoVSV2HN992xgd1XxEfBc5k7pVSbAZ-_2NwAjVkKMoj9ARodYsQBii328_G_Tx6bZ1QqAIFGJr08G_SxM3Xm7AiHV2zcUfaYI-9K3i08b01G1zypzeZTnu7QqszVpQ9ROzW_5ZDl0SOfTEgF21KjDqOHZS2iLNx8R2FLXjnzAjcIGepUqA..&type=2&query=%E4%BA%94%E5%8F%B0%E5%B1%B1 10%E6%9C%88&token=D11BFD8E2EAAA1C1B0B6F2CEC3DDF4E8B0541E9A69037C36,"2025年10月9日09时02分,五台山气象站继续发布暴雨蓝色预警信号,预计未来24小时五台山景区降雨量将达50毫米以上,受较强降...",微信公众号
【山西深度全景】10月8日|五台山、佛母洞、悬空寺、云冈石窟、平遥古城、乔家大院、壶口瀑布、晋祠双飞纯玩六天,2025-10-08,https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS8Yb2aZgmg8WDk9yCbn4oqPMFPaYgvCOWVqXa8Fplpd9L7gmADqAPaqZWTgZ3N88KFeh_75PMErhzIC_-hdwyqMNyI05KsnITeotI5F8UADuYp8AX95YAMlExFIgKElsgCGIcddqobLX6sWY5uYX4hKF9uvHGP9JTacCgjdIO7MZd4tuXobVqfS1AtB-LTa2OYngHQ6ORPcHUCIDwo_XCLZj32-j2KiwUw..&type=2&query=%E4%BA%94%E5%8F%B0%E5%B1%B1 10%E6%9C%88&token=D11BFD8E2EAAA1C1B0B6F2CEC3DDF4E8B0541E9A69037C36,全晋山西【全晋山西】六日游五台山、悬空寺、云冈石窟、平遥古城、乔家大院、壶口瀑布、晋祠、太原古县城双飞六天10月8/10/12/...,微信公众号
"【国庆|朝圣五台山】10月1-4日徒步佛教圣地,五台山,洗涤灵魂的修行!",2025-10,https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS8Yb2aZgmg8WDk9yCbn4oqPMFPaYgvCOWVqXa8Fplpd9VxQY7mwuumCiQaWefhL3Zuhjl88A5dEKlvfpUUwushD3ELAcTN7i7Jk07-JhIu4aLOey7x1h4oYg9PGmTr_-TSJ6cjBh4pZ5ZrhYpOiJlxsUG2Wdc6Rr8DKTpqJgu6_7tjtOIUXRUezNGgpIMToXlW1BktYg5KlkDPRgsroTVjkSYTqT4eyLmA..&type=2&query=%E4%BA%94%E5%8F%B0%E5%B1%B1 10%E6%9C%88&token=D11BFD8E2EAAA1C1B0B6F2CEC3DDF4E8B0541E9A69037C36,"五台山是中国佛教四大名山之一,2004年,五台山被评为中华十大...10月4-7日活动费用: 1680元/人 大小同价费用包含:1.全程包车...",微信公众号
五台山景区10月5日-9日出游重要提示!,2025-10-05,https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS8Yb2aZgmg8WDk9yCbn4oqPMFPaYgvCOWVqXa8Fplpd9XEauMoVSV2HN992xgd1XxEfBc5k7pVSbAZ-_2NwAjVkKMoj9ARodYihVKGjk8P5ai1uZMmWqF7ocsPujsNMxEkdE-McolR0XNw7qynNCgp2KOnXIvWjh2kMXFOn_Zt0gHd_GUwZPZ2d0Bh7HRxdb9MvIJVDxyNvOEkotYb4CAbk6Ebq8fk9diw..&type=2&query=%E4%BA%94%E5%8F%B0%E5%B1%B1 10%E6%9C%88&token=D11BFD8E2EAAA1C1B0B6F2CEC3DDF4E8B0541E9A69037C36,"预计10月5日至9日五台山景区将有连阴雨天气过程,降水持续时间长,累计雨量大,五台山有小到中雨,10月8日至9日有大雨,过程...",微信公众号
【秘境五台山】 |10月1-5日/10月2-6日 秋色大朝台 寻找佛光寺 5日行程,2025-10,https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS8Yb2aZgmg8WDk9yCbn4oqPMFPaYgvCOWVqXa8Fplpd9uLRfxhzZlUZwvPkslUEy-oJ7bD12b4R5Vz0X7awsW3xYSMAerXd60OCA6d5fNzQWif5bvjitG6EFVoYDH2bIjL0MlKaNfpcxH6YRxWPj6roYzHii8crGf_HPcl-igGMboXAn7foBdrUIBO90mJQ4sOoRecnKCMjqbxU9t21ytqQHpHkoPMgL3A..&type=2&query=%E4%BA%94%E5%8F%B0%E5%B1%B1 10%E6%9C%88&token=D11BFD8E2EAAA1C1B0B6F2CEC3DDF4E8B0541E9A69037C36,"2025年10月01日—05日(中秋国庆)第02期 2025年10月02日—... 前往五台山下的朝台小镇—砂河镇.抵达后,入住酒店,为明天的...",微信公众号
《又见五台山》10月16日-10月22日演出场次,2025-10-01,https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS8Yb2aZgmg8WDk9yCbn4oqPMFPaYgvCOWVqXa8Fplpd9MwrbO7w-2n9gc4grokimVOeBVQhPUjgQA4c_Fu1IBqsysu2tbYcQiDsGiKy3-dvppGWssaXSL_F1VIQx8wVH3rScy6p9CsnCIuDQg5odUJxVooBUlOdbahvy43p60_IAtLyJGbQ9zyho9ptzSOxeb2IaaT2j5nA6EfrDqwtuKVEO8fIRwtipOg..&type=2&query=%E4%BA%94%E5%8F%B0%E5%B1%B1 10%E6%9C%88&token=D11BFD8E2EAAA1C1B0B6F2CEC3DDF4E8B0541E9A69037C36,2025年10月16日-10月22日期间演出场次安排山西文旅三晋文旅公司经营项目购票渠道▼☞ 又见五台山售票厅及官方微信、网站☞五...,微信公众号
全景山西丨五台山 恒山 悬空寺 雁门关云冈石窟平遥 小西天 万年冰洞(10月14-25日),2025-10,https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS8Yb2aZgmg8W8-nu5qjPFEPMFPaYgvCOWVqXa8Fplpd9hIb9VKN1X73h9aLEajSRCiG4J-uvUQWKZZUhwQczxhNbiAG0esa5ZXQWFr5QvlNo7xybBZWk6bDh7RD8yFHgTWPtjRUqRHC2Ofsq5Jcp3bjrcOXVLDRhhxhuuLZ37e5dR-6DDLTuRqykddoVOqyo8uNCj78xnZVIDpgyKPgK0FS54z_tGSZTqA..&type=2&query=%E4%BA%91%E5%86%88%E7%9F%B3%E7%AA%9F 10%E6%9C%88&token=D11C1A812EAAA1C1B0B6F2CEC3DDF4E8B0541E9A69037C3E,"如登临票没有预约成功也请保持平常心,在寺下参观~D5(10月18日)、大同-云冈石窟-应县木塔-雁门关-宁武县   距离290公里,车程约5...",微信公众号
【大同】10月23日~25日 |云冈石窟深度+华严寺、善化寺,2025-10,https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS8Yb2aZgmg8W8-nu5qjPFEPMFPaYgvCOWVqXa8Fplpd9eqY59FtSFobRQGadaBHssFmBZJQ7mUqvSKwTtSaO2PGt0eDH6K0IfiNGCkvQUyposTXzSD2gCfhxVKfiJQ4xamwssjVCCDZTnOHqkHyl0irl4QMW1dqh30SyJIipe2Cjkylk3tRjcSk5S519KPBV5xrIaPJsd5kpfetBcfHLUzfy08OLTBhW0A..&type=2&query=%E4%BA%91%E5%86%88%E7%9F%B3%E7%AA%9F 10%E6%9C%88&token=D11C1A812EAAA1C1B0B6F2CEC3DDF4E8B0541E9A69037C3E,10月23日 周五 大同集合10月24日 周六云冈石窟(云冈5、6窟二楼和五华洞11、12、13窟)10月25日 周日 华严寺、善化寺16点30送...,微信公众号
"10月19日,开启云冈石窟与山西古建的金秋探寻之旅",2025-10,https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS8Yb2aZgmg8W8-nu5qjPFEPMFPaYgvCOWVqXa8Fplpd9DBBr6PYTNqBy-5VJ7fq6Nh1k9f1ykwwD2G-J5gOWVbpyXc_ae1Zgn30l4A_7wfHofHf1qdAMu9Ogh4zJzX_cFUzU-kVqLAmUPOEys2hqJrWL5QohE-NlyHR15T9IZk9YQpEVFPmgmXOr84ZaP9h9SerlEMlsIXrUU1pPR2ysnp3S-e4Yz84xMA..&type=2&query=%E4%BA%91%E5%86%88%E7%9F%B3%E7%AA%9F 10%E6%9C%88&token=D11C1A812EAAA1C1B0B6F2CEC3DDF4E8B0541E9A69037C3E,"秋高气爽,淡季独享嘉德教育·四大石窟艺术研学大同云冈石窟站10月19—22日启程山西大同 课程信息01云冈研究院提供学术支持课...",微信公众号
云冈石窟群深度考察 | 2025年10月21日~10月24日,2025-10-02,https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS8Yb2aZgmg8W8-nu5qjPFEPMFPaYgvCOWVqXa8Fplpd9HSjWHzRe5FP2GrT5dSE081xgxW-c-wZKbfsJ7r35gPgaVFWeliWGphRZ7iQYIVpqImXKzfqd4vchTYAZyNMO_Pn1BNl9IKvN-KEXBj20Mof65MKYxjnWqec5LL3F5jpmHuPCclJ1XsmKwNBB7BNEwtOD6L322QtrYL1hXyY1P630OK9DLfgmPA..&type=2&query=%E4%BA%91%E5%86%88%E7%9F%B3%E7%AA%9F 10%E6%9C%88&token=D11C1A812EAAA1C1B0B6F2CEC3DDF4E8B0541E9A69037C3E,"云冈1~6窟,5、6阁楼,晚期洞窟10月24日 周五 方山永固陵、大... 相传开凿云冈石窟的工匠居住于此,故名.开凿在武周川西岸上小...",微信公众号
"【国庆3日】山西经典、10月2-4日,大同-云冈石窟-北岳恒山-悬空寺-平遥古城-乔家大院",2025-10,https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS8Yb2aZgmg8W8-nu5qjPFEPMFPaYgvCOWVqXa8Fplpd9sm9znBDAnuR7r3D7raODg2alMfQjJHtTW53QRjt7jqr6fIqeS9fpHJ6wNI4SkgCLm9sTiISxYVTqGN7AW9qJ5xpFAtZHrBRwM1b2W6u9ZxezscuNpeuFZ1nMwdlthYGVzbufJ--GuMVGpisqbREzwWevuRpM0bSoL4yjLY_DfC71AfaFW2DefQ..&type=2&query=%E4%BA%91%E5%86%88%E7%9F%B3%E7%AA%9F 10%E6%9C%88&token=D11C1A812EAAA1C1B0B6F2CEC3DDF4E8B0541E9A69037C3E,住宿:大同酒店(2人标间)D2|10月03日|大同-云冈石窟-平遥古城(宿)07:00|早餐后我们准时出发前往【云冈石窟】.上午|我们到达...,微信公众号
